author,published_at,text,like_count,fator_ritmo,texto_limpo,valencia_zs,ativacao_zs
@PedrinhoVt-w4m,2024-12-26T22:05:40Z,Top,0,Movimento,top,,
@AnaPortugal-c5z,2024-12-26T21:13:03Z,Amo essa música,0,Movimento,amo essa música,3.0,3.0
@Martamaria-v3n,2024-12-26T20:54:28Z,Mó top,0,Movimento,mó top,4.0,4.0
@luisandresilva1177,2024-12-26T20:14:00Z,Linda essa música,1,Movimento,linda essa música,3.0,3.0
@MariadasaudeSantosBrandao,2024-12-26T15:21:19Z,Quem  música 🎶  linda,0,Movimento,quem música 🎶 linda,3.0,3.0
@carlosneto6346,2024-12-26T13:12:53Z,Música ruim da porr@,0,Movimento,música ruim da porr,1.0,3.0
@AngelaGesser,2024-12-26T13:02:12Z,amo essa música 😊😂,0,Movimento,amo essa música 😊😂,3.0,3.0
@Juuzinha,2024-12-26T08:39:12Z,Chorei,0,Movimento,chorei,,
@camilabenellibeckerdesousa7169,2024-12-26T06:23:32Z,Kkk troca a Barbie você é top que mulher zuada irmão,0,Movimento,kkk troca a barbie você é top que mulher zuada irmão,3.0,3.0
@ocavalcante4761,2024-12-26T02:23:39Z,❤❤❤música  linda demais ❤❤❤❤❤❤❤❤❤ amo muito ❤❤❤❤,1,Movimento,❤❤❤música linda demais ❤❤❤❤❤❤❤❤❤ amo muito ❤❤❤❤,3.0,3.0
@adrianakuckert3501,2024-12-25T20:55:57Z,Eu tenho 51 mais amo funk.❤,0,Movimento,eu tenho mais amo funk❤,3.0,3.0
@pedrosamuel9882,2024-12-25T18:48:15Z,"GATAH CHIQUE CHARMOSA DE VALENTINO AAH, BRILHA BRILHA ESTRELINHA NO RABO DO PAPAI NOEL😄👍",0,Movimento,gatah chique charmosa de valentino aah brilha brilha estrelinha no rabo do papai noel😄👍,3.0,3.0
@TelmoFerreira-c9t,2024-12-25T17:00:11Z,Grande nano.portooooo💪💪💪💪.e música está um espetáculo.,4,Movimento,grande nanoportooooo💪💪💪💪e música está um espetáculo,3.0,3.0
@filhodoDeusvivo-o3h,2024-12-25T15:11:18Z,Feliz natal,0,Movimento,feliz natal,3.0,3.0
@andreiamartires2205,2024-12-25T15:04:44Z,Puxa ficha limpa vê que nois é ramelão kkkkk 😅top falando sem frescura,0,Movimento,puxa ficha limpa vê que nois é ramelão kkkkk 😅top falando sem frescura,3.0,3.0
@andreiamartires2205,2024-12-25T15:02:30Z,O único funk que gosto 😅,1,Movimento,o único funk que gosto 😅,3.0,3.0
@XavanaXabacaTabacuda,2024-12-25T14:37:40Z,Eu amei!!!!🎉🎉🎉🎉,0,Movimento,eu amei🎉🎉🎉🎉,3.0,3.0
@maiconprogresso1,2024-12-25T13:56:14Z,"Alguém ver esse comentário curte pra eu voltar é escutar esse ino,melhor vibe essa",1,Movimento,alguém ver esse comentário curte pra eu voltar é escutar esse inomelhor vibe essa,3.0,3.0
@Joaos24,2024-12-25T13:38:43Z,"Não é meu son preferido fank, porém esse moleque tem uma vibe diferente ❤",2,Movimento,não é meu son preferido fank porém esse moleque tem uma vibe diferente ❤,3.0,3.0
@FrancieleMoniqueMonique,2024-12-25T13:00:09Z,Bom dia meu sentimento é um bom lugar pra vc e de graça,0,Movimento,bom dia meu sentimento é um bom lugar pra vc e de graça,3.0,2.0
@MMDASILVA-x3u,2024-12-25T08:40:28Z,❤❤❤❤❤❤❤❤❤❤❤linda,0,Movimento,❤❤❤❤❤❤❤❤❤❤❤linda,,
@BrunaTamiris-b1j,2024-12-25T07:10:13Z,Achei bom demais a música é muito maravilhosa minha preferida,0,Movimento,achei bom demais a música é muito maravilhosa minha preferida,3.0,3.0
@Fatos_davidaa,2024-12-25T05:56:45Z,Feliz Natal😊,0,Movimento,feliz natal😊,3.0,3.0
@coisasdedragãoball,2024-12-25T03:22:18Z,Feliz natal a todos 😊,0,Movimento,feliz natal a todos 😊,3.0,3.0
@fabianateixeiralimas9511,2024-12-25T02:56:03Z,Amo esse funk,0,Movimento,amo esse funk,3.0,3.0
@FernandaRocha-il8pd,2024-12-25T02:02:47Z,Aí siri música top 😎😎💯,4,Movimento,aí siri música top 😎😎💯,3.0,4.0
@luvinhadepedrerinhomatheus5946,2024-12-25T01:17:10Z,Feliz natal pessoas desconhecidas 🎉,0,Movimento,feliz natal pessoas desconhecidas 🎉,3.0,3.0
@carlosfranciscodesouzafran5298,2024-12-24T23:57:58Z,Top esse som tô curtindo 😊,1,Movimento,top esse som tô curtindo 😊,4.0,3.0
@matheusoliveiraproducoes1828,2024-12-24T23:03:14Z,Feliz natal rapaziada tmj bora curtir sem maldade sem mísera 😂,0,Movimento,feliz natal rapaziada tmj bora curtir sem maldade sem mísera 😂,2.0,2.0
@RosileneDaSilvaLisboa,2024-12-24T22:52:26Z,BABIE VC É MUITO LINDA ❤,0,Movimento,babie vc é muito linda ❤,3.0,3.0
@PauloGomes1987,2024-12-24T19:36:42Z,Que Hit foda... Curto demais.,0,Movimento,que hit foda curto demais,1.0,3.0
@Anamarlau1314,2024-12-24T18:48:49Z,Gente q música mais bosta como vc consegue ouvir essas músicas h o r r i v e i s primeira mente por a música se chama barbie sendo q N tem nada a ver com a barbie essa letra é se alguém me julgar e falar mal eu N ligo por a pessoa que comentar algo ruim não sabe da vida !!!!,0,Movimento,gente q música mais bosta como vc consegue ouvir essas músicas h o r r i v e i s primeira mente por a música se chama barbie sendo q n tem nada a ver com a barbie essa letra é se alguém me julgar e falar mal eu n ligo por a pessoa que comentar algo ruim não sabe da vida,1.0,3.0
@carlossimao7369,2024-12-24T17:58:25Z,"Muito talento caras sao bons pra carai ce ta loko
Pra essa geracao de retardados
Agora e so esperar a resposta da geracao ratardados e cia",0,Movimento,muito talento caras sao bons pra carai ce ta loko pra essa geracao de retardados agora e so esperar a resposta da geracao ratardados e cia,4.0,3.0
@RenanVilhaMilani,2024-12-24T14:56:12Z,"Musica top, mas o grave ta sem qualidade.. Chiado 🥲🥲",1,Movimento,musica top mas o grave ta sem qualidade chiado 🥲🥲,1.0,3.0
@_wisleygustavo,2024-12-24T13:22:37Z,Música ruim da desgraça,0,Movimento,música ruim da desgraça,1.0,3.0
@BrunaCastela,2024-12-24T12:37:09Z,Nunca mais parei de ouvir fiquei viciada,1,Movimento,nunca mais parei de ouvir fiquei viciada,3.0,3.0
@NayoleRafaela,2024-12-24T10:46:11Z,Amei,1,Movimento,amei,,
@tiagoconceicao2273,2024-12-24T07:02:29Z,Camisola do FCPorto tem bom gosto...,0,Movimento,camisola do fcporto tem bom gosto,3.0,2.0
@giselecordeiro6217,2024-12-24T04:31:29Z,Virgínia é foda milhares de pessoas ouvindo esse tá top colocar no carro bombando 😊,0,Movimento,virgínia é foda milhares de pessoas ouvindo esse tá top colocar no carro bombando 😊,4.0,4.0
@Ghzin080,2024-12-24T03:59:08Z,chique charmosa Valentino,1,Movimento,chique charmosa valentino,3.0,2.0
@graziellegualbert8573,2024-12-24T02:54:24Z,"Velho, essa foi a primeira música do estilo que curti. Se liga a Barbie tá toda vestida. Maior respeito no clipe. Tô mó feliz",746,Movimento,velho essa foi a primeira música do estilo que curti se liga a barbie tá toda vestida maior respeito no clipe tô mó feliz,4.0,3.0
@Thiago-w4y4e,2024-12-24T01:59:25Z,Funk top,0,Movimento,funk top,4.0,4.0
@gleicianemedeiros654,2024-12-23T23:17:19Z,Que vibe,0,Movimento,que vibe,3.0,3.0
@luisaquintas2581,2024-12-23T22:11:30Z,"Grande música,grande som. Ainda melhor com o equipamento do Futebol Clube do Porto ( Portugal)😊😊😊",4,Movimento,grande músicagrande som ainda melhor com o equipamento do futebol clube do porto portugal😊😊😊,3.0,4.0
@AltoJoséBonifácio,2024-12-23T21:13:40Z,"Tapa na cara sem mão no sistema que persegue oruam, ele é foda tenque respeitar 🥋🥋🥋🥋",4,Movimento,tapa na cara sem mão no sistema que persegue oruam ele é foda tenque respeitar 🥋🥋🥋🥋,1.0,3.0
@josyaleixo8685,2024-12-23T20:51:58Z,"Gata chique, charmosa de Valentino
Joga pro maloqueiro que é rico
Só toma champanhe, cansou de whisky
Já é sexta eu 'to no pique

Fim de semana transborda o copo dessa gata
Aí vai ter show com o JK
Nóis vai beber, se divertir
Na pista avista ela dançando
E o foco dela é descer
Ai ui que maravilha
Quer sentar para o 2T

Barbie, quer encostar na party
'Tá com um montão de amiga linda
Querendo dar condição
Sabe que os moleque é drake
Não é bigode não
Puxa a fixa limpa
Vê que nóis não é ramelão

Mais uma manhã eu 'to em outra cidade
Com duas putinhas
Que eu achava que era fã
Com duas lindinhas
Que senta até de manhã
Ahn ahn ahn

De manhã eu 'to
Louco de MD aqui nesse quarto
Com duas putinhas
Que eu achava que era fã
Com duas lindinhas
Que senta até de manhã
Ahn ahn ahn ahn ahn ahn

Gata chique, charmosa de Valentino
Joga pro maloqueiro que é rico
Só toma champanhe, cansou de whisky
Já é sexta eu 'to no pique

Fim de semana transborda o copo dessa gata
Aí vai ter show com o JK
Nóis vai beber, se divertir
Na pista avista ela dançando
E o foco dela é descer
Ai ui que maravilha
Quer sentar para o 2T

Barbie, quer encostar na party
'Tá com um montão de amiga linda
Querendo dar condição
Sabe que os moleque é drake
Não é bigode não
Puxa a fixa limpa
Vê que nóis não é ramelão

Mais uma manhã eu 'to em outra cidade
Com duas putinhas
Que eu achava que era fã
Com duas lindinhas
Que senta até de manhã
Ahn ahn ahn

De manhã eu 'to
Louco de MD aqui nesse quarto
Com duas putinhas
Que eu achava que era fã
Com duas lindinhas
Que senta até de manhã
Ahn ahn ahn ahn ahn ahn",1,Movimento,gata chique charmosa de valentino joga pro maloqueiro que é rico só toma champanhe cansou de whisky já é sexta eu to no pique fim de semana transborda o copo dessa gata aí vai ter show com o jk nóis vai beber se divertir na pista avista ela dançando e o foco dela é descer ai ui que maravilha quer sentar para o t barbie quer encostar na party tá com um montão de amiga linda querendo dar condição sabe que os moleque é drake não é bigode não puxa a fixa limpa vê que nóis não é ramelão mais uma manhã eu to em outra cidade com duas putinhas que eu achava que era fã com duas lindinhas que senta até de manhã ahn ahn ahn de manhã eu to louco de md aqui nesse quarto com duas putinhas que eu achava que era fã com duas lindinhas que senta até de manhã ahn ahn ahn ahn ahn ahn gata chique charmosa de valentino joga pro maloqueiro que é rico só toma champanhe cansou de whisky já é sexta eu to no pique fim de semana transborda o copo dessa gata aí vai ter show com o jk nóis vai beber se divertir na pista avista ela dançando e o foco dela é descer ai ui que maravilha quer sentar para o t barbie quer encostar na party tá com um montão de amiga linda querendo dar condição sabe que os moleque é drake não é bigode não puxa a fixa limpa vê que nóis não é ramelão mais uma manhã eu to em outra cidade com duas putinhas que eu achava que era fã com duas lindinhas que senta até de manhã ahn ahn ahn de manhã eu to louco de md aqui nesse quarto com duas putinhas que eu achava que era fã com duas lindinhas que senta até de manhã ahn ahn ahn ahn ahn ahn,2.0,3.0
@marizapereira6102,2024-12-23T18:51:37Z,Top,1,Movimento,top,,
@alanvitorsantos,2024-12-23T18:12:46Z,Amei todo dia ouvo essa  música,3,Movimento,amei todo dia ouvo essa música,3.0,3.0
@EduardaBitencourt-i4d,2024-12-23T18:06:51Z,Amo essa música eu vou ir no teu chou q vai ter em palmas 🎉🎉❤🎉❤🎉🎉❤🎉❤🎉❤,1,Movimento,amo essa música eu vou ir no teu chou q vai ter em palmas 🎉🎉❤🎉❤🎉🎉❤🎉❤🎉❤,3.0,3.0
@ZenildaBlum,2024-12-23T17:20:16Z,Te amo meu nome é Ingrid,0,Movimento,te amo meu nome é ingrid,3.0,3.0
@tainacardozo1782,2024-12-23T16:40:45Z,Top. Mas o carisma dessa mina é surreal kkkkkkkk 👎🏽,0,Movimento,top mas o carisma dessa mina é surreal kkkkkkkk 👎🏽,3.0,3.0
@Luiz-ql1fr,2024-12-23T11:57:44Z,"Tuto tá lançando uma pedrada atrás da outra, que Deus abençoe esse mlk e a todos que viram esse comentário 🙏🏼",268,Movimento,tuto tá lançando uma pedrada atrás da outra que deus abençoe esse mlk e a todos que viram esse comentário 🙏🏼,3.0,3.0
@SCOPELlegendas,2024-12-23T11:10:30Z,"Dj Glenner
Dj Glenner
Gata chique, charmosa de Valentino
Joga pro maloqueiro que é rico
Só toma champanhe, cansou de whisky
Já é sexta eu 'to no pique
Fim de semana transborda o copo dessa gata 
Aí vai ter show com o JK
Nóis vai beber, se divertir
Na pista avista ela dançando
E o foco dela é descer
Ai ui que maravilha
Quer sentar para o 2T
Barbie, quer encostar na party
'Tá com um montão de amiga linda
Querendo dar condição
Sabe que os moleque é drake
Não é bigode não
Puxa a fixa limpa
Vê que nóis não é ramelão
Mais uma manhã eu 'to em outra cidade
Com duas putinhas
Que eu achava que era fã
Com duas lindinhas
Que senta até de manhã
Ahn ahn ahn
De manhã eu 'to
Louco de MD aqui nesse quarto
Com duas putinhas
Que eu achava que era fã
Com duas lindinhas
Que senta até de manhã
Ahn ahn ahn ahn ahn ahn
Gata chique, charmosa de Valentino
Joga pro maloqueiro que é rico
Só toma champanhe, cansou de whisky
Já é sexta eu 'to no pique
Fim de semana transborda o copo dessa gata 
Aí vai ter show com o JK
Nóis vai beber, se divertir
Na pista avista ela dançando
E o foco dela é descer
Ai ui que maravilha
Quer sentar para o 2T
Barbie, quer encostar na party
'Tá com um montão de amiga linda
Querendo dar condição
Sabe que os moleque é drake
Não é bigode não
Puxa a fixa limpa
Vê que nóis não é ramelão
Mais uma manhã eu 'to em outra cidade
Com duas putinhas
Que eu achava que era fã
Com duas lindinhas
Que senta até de manhã
Ahn ahn ahn
De manhã eu 'to
Louco de MD aqui nesse quarto
Com duas putinhas
Que eu achava que era fã
Com duas lindinhas
Que senta até de manhã
Ahn ahn ahn ahn ahn ahn
Dj Glenner
(Dj Glenner)",1,Movimento,dj glenner dj glenner gata chique charmosa de valentino joga pro maloqueiro que é rico só toma champanhe cansou de whisky já é sexta eu to no pique fim de semana transborda o copo dessa gata aí vai ter show com o jk nóis vai beber se divertir na pista avista ela dançando e o foco dela é descer ai ui que maravilha quer sentar para o t barbie quer encostar na party tá com um montão de amiga linda querendo dar condição sabe que os moleque é drake não é bigode não puxa a fixa limpa vê que nóis não é ramelão mais uma manhã eu to em outra cidade com duas putinhas que eu achava que era fã com duas lindinhas que senta até de manhã ahn ahn ahn de manhã eu to louco de md aqui nesse quarto com duas putinhas que eu achava que era fã com duas lindinhas que senta até de manhã ahn ahn ahn ahn ahn ahn gata chique charmosa de valentino joga pro maloqueiro que é rico só toma champanhe cansou de whisky já é sexta eu to no pique fim de semana transborda o copo dessa gata aí vai ter show com o jk nóis vai beber se divertir na pista avista ela dançando e o foco dela é descer ai ui que maravilha quer sentar para o t barbie quer encostar na party tá com um montão de amiga linda querendo dar condição sabe que os moleque é drake não é bigode não puxa a fixa limpa vê que nóis não é ramelão mais uma manhã eu to em outra cidade com duas putinhas que eu achava que era fã com duas lindinhas que senta até de manhã ahn ahn ahn de manhã eu to louco de md aqui nesse quarto com duas putinhas que eu achava que era fã com duas lindinhas que senta até de manhã ahn ahn ahn ahn ahn ahn dj glenner dj glenner,2.0,2.0
@DagdaSimon,2024-12-23T03:56:26Z,"A batida pedrada do subwoofer do meu gradiente as m790 agradece essa batida monstra ,descolou a massinha do vidro da janelas Ótima batida❤❤❤❤❤❤❤❤❤ O Fã ClubeDeolane agradece.",2,Movimento,a batida pedrada do subwoofer do meu gradiente as m agradece essa batida monstra descolou a massinha do vidro da janelas ótima batida❤❤❤❤❤❤❤❤❤ o fã clubedeolane agradece,4.0,3.0
@jesseribeiro6988,2024-12-23T01:41:04Z,Amo essa música,1,Movimento,amo essa música,3.0,3.0
@anaduartesantos7516,2024-12-23T01:13:53Z,"Dj Glenner
Dj Glenner
Gata chique, charmosa de Valentino
Joga pro maloqueiro que é rico
Só toma champanhe, cansou de whisky
Já é sexta eu 'to no pique
Fim de semana transborda o copo dessa gata
Aí vai ter show com o JK
Nóis vai beber, se divertir
Na pista avista ela dançando
E o foco dela é descer
Ai ui que maravilha
Quer sentar para o 2T
Barbie, quer encostar na party
'Tá com um montão de amiga linda
Querendo dar condição
Sabe que os moleque é drake
Não é bigode não
Puxa a fixa limpa
Vê que nóis não é ramelão
Mais uma manhã eu 'to em outra cidade
Com duas putinhas
Que eu achava que era fã
Com duas lindinhas
Que senta até de manhã
Ahn ahn ahn
De manhã eu 'to
Louco de MD aqui nesse quarto
Com duas putinhas
Que eu achava que era fã
Com duas lindinhas
Que senta até de manhã
Ahn ahn ahn ahn ahn ahn
Gata chique, charmosa de Valentino
Joga pro maloqueiro que é rico
Só toma champanhe, cansou de whisky
Já é sexta eu 'to no pique
Fim de semana transborda o copo dessa gata
Aí vai ter show com o JK
Nóis vai beber, se divertir
Na pista avista ela dançando
E o foco dela é descer
Ai ui que maravilha
Quer sentar para o 2T
Barbie, quer encostar na party
'Tá com um montão de amiga linda
Querendo dar condição
Sabe que os moleque é drake
Não é bigode não
Puxa a fixa limpa
Vê que nóis não é ramelão
Mais uma manhã eu 'to em outra cidade
Com duas putinhas
Que eu achava que era fã
Com duas lindinhas
Que senta até de manhã
Ahn ahn ahn
De manhã eu 'to
Louco de MD aqui nesse quarto
Com duas putinhas
Que eu achava que era fã
Com duas lindinhas
Que senta até de manhã
Ahn ahn ahn ahn ahn ahn
Dj Glenner
(Dj Glenner)",0,Movimento,dj glenner dj glenner gata chique charmosa de valentino joga pro maloqueiro que é rico só toma champanhe cansou de whisky já é sexta eu to no pique fim de semana transborda o copo dessa gata aí vai ter show com o jk nóis vai beber se divertir na pista avista ela dançando e o foco dela é descer ai ui que maravilha quer sentar para o t barbie quer encostar na party tá com um montão de amiga linda querendo dar condição sabe que os moleque é drake não é bigode não puxa a fixa limpa vê que nóis não é ramelão mais uma manhã eu to em outra cidade com duas putinhas que eu achava que era fã com duas lindinhas que senta até de manhã ahn ahn ahn de manhã eu to louco de md aqui nesse quarto com duas putinhas que eu achava que era fã com duas lindinhas que senta até de manhã ahn ahn ahn ahn ahn ahn gata chique charmosa de valentino joga pro maloqueiro que é rico só toma champanhe cansou de whisky já é sexta eu to no pique fim de semana transborda o copo dessa gata aí vai ter show com o jk nóis vai beber se divertir na pista avista ela dançando e o foco dela é descer ai ui que maravilha quer sentar para o t barbie quer encostar na party tá com um montão de amiga linda querendo dar condição sabe que os moleque é drake não é bigode não puxa a fixa limpa vê que nóis não é ramelão mais uma manhã eu to em outra cidade com duas putinhas que eu achava que era fã com duas lindinhas que senta até de manhã ahn ahn ahn de manhã eu to louco de md aqui nesse quarto com duas putinhas que eu achava que era fã com duas lindinhas que senta até de manhã ahn ahn ahn ahn ahn ahn dj glenner dj glenner,2.0,2.0
@JesusSantos-c2n,2024-12-23T00:52:10Z,Gatas de charmosa de Valentim joga para o maloqueiro quer rico só toma Chapa que eu sou já é sexta eu tô no pique final de semana transborda❤❤🎉🎉🎉🎉🎉,0,Movimento,gatas de charmosa de valentim joga para o maloqueiro quer rico só toma chapa que eu sou já é sexta eu tô no pique final de semana transborda❤❤🎉🎉🎉🎉🎉,1.0,4.0
@leonardodasilvaalvesalves9016,2024-12-22T21:03:55Z,Amei ❤❤❤❤❤❤❤,0,Movimento,amei ❤❤❤❤❤❤❤,3.0,4.0
@CrisroxoRoxo,2024-12-22T20:57:44Z,eu amo essa música,0,Movimento,eu amo essa música,3.0,3.0
@milenataina_,2024-12-22T14:52:47Z,Amei ❤,0,Movimento,amei ❤,3.0,3.0
@senhoritaangel6252,2024-12-22T11:52:42Z,final de ano ta tocando no paredao as  h 6 da manha svl da geral tropa do  2L Feliz natal SP z/o vlw tuto meu querido,0,Movimento,final de ano ta tocando no paredao as h da manha svl da geral tropa do l feliz natal sp zo vlw tuto meu querido,3.0,4.0
@AlexRoberto-v5g,2024-12-22T01:57:27Z,Fico top,0,Movimento,fico top,3.0,3.0
@mc.neguinperifaoriginal7332,2024-12-21T23:40:32Z,Parabens vixi pedrada vai vendo,1,Movimento,parabens vixi pedrada vai vendo,3.0,3.0
@JulianaEleuzadias,2024-12-21T22:30:15Z,Te amo  funk ❤,0,Movimento,te amo funk ❤,3.0,3.0
@deuSefiella-9,2024-12-21T21:00:14Z,Eu amo essa musica,0,Movimento,eu amo essa musica,3.0,3.0
@RaulSantos01,2024-12-21T16:17:07Z,Música ruim da porra pior música que já escutei kkkk Idea parceiro,0,Movimento,música ruim da porra pior música que já escutei kkkk idea parceiro,0.0,3.0
@Antonyabreu-n9q,2024-12-21T14:18:28Z,Eu gostei,0,Movimento,eu gostei,3.0,3.0
@SilioSobral,2024-12-21T13:41:44Z,❤🎉 foda,0,Movimento,❤🎉 foda,4.0,4.0
@Lucajshssjsj,2024-12-21T10:36:49Z,"Gata chique, charmosa de Valentino
Joga pro maloqueiro que é rico
Só toma champanhe, cansou de whisky
Já é sexta eu 'to no pique

Fim de semana transborda o copo dessa gata
Aí vai ter show com o JK
Nóis vai beber, se divertir
Na pista avista ela dançando
E o foco dela é descer
Ai ui que maravilha
Quer sentar para o 2T

Barbie, quer encostar na party
'Tá com um montão de amiga linda
Querendo dar condição
Sabe que os moleque é drake
Não é bigode não
Puxa a fixa limpa
Vê que nóis não é ramelão

Mais uma manhã eu 'to em outra cidade
Com duas putinhas
Que eu achava que era fã
Com duas lindinhas
Que senta até de manhã
Ahn ahn ahn

De manhã eu 'to
Louco de MD aqui nesse quarto
Com duas putinhas
Que eu achava que era fã
Com duas lindinhas
Que senta até de manhã
Ahn ahn ahn ahn ahn ahn

Gata chique, charmosa de Valentino
Joga pro maloqueiro que é rico
Só toma champanhe, cansou de whisky
Já é sexta eu 'to no pique

Fim de semana transborda o copo dessa gata
Aí vai ter show com o JK
Nóis vai beber, se divertir
Na pista avista ela dançando
E o foco dela é descer
Ai ui que maravilha
Quer sentar para o 2T

Barbie, quer encostar na party
'Tá com um montão de amiga linda
Querendo dar condição
Sabe que os moleque é drake
Não é bigode não
Puxa a fixa limpa
Vê que nóis não é ramelão

Mais uma manhã eu 'to em outra cidade
Com duas putinhas
Que eu achava que era fã
Com duas lindinhas
Que senta até de manhã
Ahn ahn ahn

De manhã eu 'to
Louco de MD aqui nesse quarto
Com duas putinhas
Que eu achava que era fã
Com duas lindinhas
Que senta até de manhã
Ahn ahn ahn ahn ahn ahn",1,Movimento,gata chique charmosa de valentino joga pro maloqueiro que é rico só toma champanhe cansou de whisky já é sexta eu to no pique fim de semana transborda o copo dessa gata aí vai ter show com o jk nóis vai beber se divertir na pista avista ela dançando e o foco dela é descer ai ui que maravilha quer sentar para o t barbie quer encostar na party tá com um montão de amiga linda querendo dar condição sabe que os moleque é drake não é bigode não puxa a fixa limpa vê que nóis não é ramelão mais uma manhã eu to em outra cidade com duas putinhas que eu achava que era fã com duas lindinhas que senta até de manhã ahn ahn ahn de manhã eu to louco de md aqui nesse quarto com duas putinhas que eu achava que era fã com duas lindinhas que senta até de manhã ahn ahn ahn ahn ahn ahn gata chique charmosa de valentino joga pro maloqueiro que é rico só toma champanhe cansou de whisky já é sexta eu to no pique fim de semana transborda o copo dessa gata aí vai ter show com o jk nóis vai beber se divertir na pista avista ela dançando e o foco dela é descer ai ui que maravilha quer sentar para o t barbie quer encostar na party tá com um montão de amiga linda querendo dar condição sabe que os moleque é drake não é bigode não puxa a fixa limpa vê que nóis não é ramelão mais uma manhã eu to em outra cidade com duas putinhas que eu achava que era fã com duas lindinhas que senta até de manhã ahn ahn ahn de manhã eu to louco de md aqui nesse quarto com duas putinhas que eu achava que era fã com duas lindinhas que senta até de manhã ahn ahn ahn ahn ahn ahn,2.0,3.0
@ErinaldojovinodaSilvaSilva-o2d,2024-12-21T02:17:03Z,Oi Gato gosto muito da sua música,0,Movimento,oi gato gosto muito da sua música,3.0,3.0
@carloslustosa7288,2024-12-21T01:53:14Z,Top curti,1,Movimento,top curti,4.0,4.0
@danyteodoro7819,2024-12-20T23:55:53Z,Vim aqui por que gostei da música e por causa da toria sobrinha da Mari Maria ❤❤❤,0,Movimento,vim aqui por que gostei da música e por causa da toria sobrinha da mari maria ❤❤❤,3.0,3.0
@renatasilva7710,2024-12-20T22:03:59Z,Te amo tuto❤,0,Movimento,te amo tuto❤,3.0,1.0
@diegoaraujogoncalez6974,2024-12-20T21:32:39Z,🔊É a trilha sonora perfeita para...,0,Movimento,🔊é a trilha sonora perfeita para,3.0,3.0
@janainafernandes354,2024-12-20T21:08:08Z,Eu amei Também,0,Movimento,eu amei também,3.0,3.0
@pra_sempre_kaka2,2024-12-20T16:56:02Z,"Musica maravilhosa
Ja escutei umas 10 vesses",0,Movimento,musica maravilhosa ja escutei umas vesses,3.0,3.0
@MarciaDonascimento-u6e,2024-12-20T13:56:01Z,Memphis Depay ouvindo essa música na favela foi foda estouro,0,Movimento,memphis depay ouvindo essa música na favela foi foda estouro,3.0,4.0
@bereniceoliveira5300,2024-12-20T04:46:53Z,Amei a voz de MC Tuto venha cantar aqui em casa,0,Movimento,amei a voz de mc tuto venha cantar aqui em casa,3.0,3.0
@bereniceoliveira5300,2024-12-20T03:47:16Z,Eu amei essa voz ❤,0,Movimento,eu amei essa voz ❤,3.0,3.0
@LuziaAnastácio-z2h,2024-12-20T02:13:20Z,Top,0,Movimento,top,,
@viniciusbrasil2935,2024-12-20T01:08:45Z,"Eu nao entendi nada da letra, mas gostei fa batida",0,Movimento,eu nao entendi nada da letra mas gostei fa batida,4.0,3.0
@julianoseven7,2024-12-20T00:27:40Z,"a musica é boa
a caracterizaçao 
a camiseta do porto kkk
tudo ficou top

nem sou super fã de funk
mas esse ficou do crl",0,Movimento,a musica é boa a caracterizaçao a camiseta do porto kkk tudo ficou top nem sou super fã de funk mas esse ficou do crl,3.0,2.0
@AngelaGesser,2024-12-19T21:26:40Z,eu amo essa musica😊😅❤,1,Movimento,eu amo essa musica😊😅❤,3.0,3.0
@rodrigojoseph8394,2024-12-19T21:08:48Z,Só vim pela música no reels do Instagram mostrando um trabalhador brasileiro largando do trampo feliz da vida 👷,0,Movimento,só vim pela música no reels do instagram mostrando um trabalhador brasileiro largando do trampo feliz da vida 👷,3.0,3.0
@sukcds,2024-12-19T18:56:07Z,Top,0,Movimento,top,,
@JeronimopaulodaSilvaPaulo,2024-12-19T16:57:26Z,Que Maravilha um hit que eu entendo muito bem a letra e a música sou um homem com opção diferente uma diva 😅😅😅,0,Movimento,que maravilha um hit que eu entendo muito bem a letra e a música sou um homem com opção diferente uma diva 😅😅😅,3.0,3.0
@Frostiman,2024-12-19T15:02:26Z,"Essa música é estranhamente calma e viciante, adorei!!",1,Movimento,essa música é estranhamente calma e viciante adorei,3.0,0.0
@KarinySilva-g1j,2024-12-19T12:47:12Z,Lindo meu bebê gato te amo Sou sua fã ❤❤❤❤❤❤,0,Movimento,lindo meu bebê gato te amo sou sua fã ❤❤❤❤❤❤,3.0,3.0
@NandesNeves,2024-12-19T12:46:42Z,Essa música é muito boa eu gosto dela muito,0,Movimento,essa música é muito boa eu gosto dela muito,3.0,3.0
@toddynho245,2024-12-19T11:39:42Z,Musica ruim da misera,0,Movimento,musica ruim da misera,0.0,4.0
@AlineMuzeca-nz7tq,2024-12-19T02:32:39Z,Muito top safado,0,Movimento,muito top safado,4.0,4.0
@pedroivo8412,2024-12-19T01:24:50Z,"Com apenas  1 mês , top 1 e mais de 100 milhões de views . Impressionante",0,Movimento,com apenas mês top e mais de milhões de views impressionante,4.0,4.0
@Selena_vicy,2024-12-19T01:00:12Z,Só me lembro da Toria kkkakkakaka,0,Movimento,só me lembro da toria kkkakkakaka,2.0,3.0
@saralara5402,2024-12-19T00:25:12Z,Mano essa música é foda 😉😉😉,0,Movimento,mano essa música é foda 😉😉😉,3.0,3.0
